date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:57:26	24996/24996	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20Mar%202018%2023:20:22%20GMT	http://aurora.cms.myleasestar.com/CmsPages/GetResource.ashx?stylesheetname=rpWebpartCss_MediaViewer;rpWebpartCss_ImageWithPins;rpWebpartCss_AmenitiesTabbedStandard;RpWebpartCss_PopUp;rpWebpartCss_OfficeHours;rpWebpartCss_RealPageLogo;rpWebpartCss_AdaHudicons	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/CmsPages/components6e4c.css	(from http://aurora.cms.myleasestar.com/Features.aspx)
01:57:26	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.96.delayed	(from http://aurora.cms.myleasestar.com/Features.aspx)
01:57:26	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.97.delayed	(from http://aurora.cms.myleasestar.com/Features.aspx)
01:57:27	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.99.delayed	(from http://aurora.cms.myleasestar.com/Features.aspx)
01:57:29	45942/45942	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20Mar%202018%2023:20:22%20GMT	http://aurora.cms.myleasestar.com/CmsPages/GetResource.ashx?stylesheetname=rpWebpartCss_MediaViewer;rpWebpartCss_GallerySquareTiles;rpWebpartCss_MediaViewer;RpWebpartCss_PopUp;rpWebpartCss_OfficeHours;rpWebpartCss_RealPageLogo;rpWebpartCss_AdaHudicons	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/CmsPages/componentsd090.css	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:29	23601/23601	---M-Z	200	added ('OK')	application/x-javascript	etag:%220ebc19c39b2d21:0%22	http://aurora.cms.myleasestar.com/CMSScripts/Custom/RPWebParts/masonry/masonry.pkgd.min.js	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/CMSScripts/Custom/RPWebParts/masonry/masonry.pkgd.min.js	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:29	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.9c.delayed	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:29	82949/82949	---M--	200	added ('OK')	image/jpeg	etag:%220598182d97a80055ca149d2e91aa6840d%22	https://capi.myleasestar.com/v2/dimg-crop/51691080/1200x801/51691080.jpg?cropx=0&cropy=64&cropw=1100&croph=700	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg-crop/51691080/1200x801/516910804713.jpg	(from http://aurora.cms.myleasestar.com/Features.aspx)
01:57:29	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.9d.delayed	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:30	27251/27251	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2015:07:49%20GMT	https://scontent.cdninstagram.com/vp/64150c8f6bc1c8a8eb9bad3ec8103212/5B4140C0/t51.2885-15/s640x640/sh0.08/e35/21147507_166723043877627_6281227213262028800_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/64150c8f6bc1c8a8eb9bad3ec8103212/5B4140C0/t51.2885-15/s640x640/sh0.08/e35/21147507_166723043877627_6281227213262028800_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:30	69392/69392	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2015:06:59%20GMT	https://scontent.cdninstagram.com/vp/84d257baf2d17c0fadd154d291a3a77c/5B46ADDA/t51.2885-15/s640x640/sh0.08/e35/21107492_1921266578193773_2795573631483117568_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/84d257baf2d17c0fadd154d291a3a77c/5B46ADDA/t51.2885-15/s640x640/sh0.08/e35/21107492_1921266578193773_2795573631483117568_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:30	55375/55375	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2015:06:33%20GMT	https://scontent.cdninstagram.com/vp/2dbed2eb5b08b2eeca67a3f0d5a6f1aa/5B2B3582/t51.2885-15/s640x640/sh0.08/e35/21147676_203707146833173_5091635295061803008_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/2dbed2eb5b08b2eeca67a3f0d5a6f1aa/5B2B3582/t51.2885-15/s640x640/sh0.08/e35/21147676_203707146833173_5091635295061803008_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:30	24757/24757	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2015:06:06%20GMT	https://scontent.cdninstagram.com/vp/af2f7f34a8f92e5e1215ed054b345985/5B40766D/t51.2885-15/s640x640/sh0.08/e35/21107299_113256222696620_996099763159957504_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/af2f7f34a8f92e5e1215ed054b345985/5B40766D/t51.2885-15/s640x640/sh0.08/e35/21107299_113256222696620_996099763159957504_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:31	97721/97721	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2014:55:20%20GMT	https://scontent.cdninstagram.com/vp/5cbb5d471b6f297f3020db0d320db482/5B3B4DE0/t51.2885-15/s640x640/sh0.08/e35/21149389_1868456456805919_7849330553399541760_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/5cbb5d471b6f297f3020db0d320db482/5B3B4DE0/t51.2885-15/s640x640/sh0.08/e35/21149389_1868456456805919_7849330553399541760_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:31	39620/39620	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2014:55:01%20GMT	https://scontent.cdninstagram.com/vp/22007bfb27f4a89730a98c6396b6d134/5B2DDFD8/t51.2885-15/s640x640/sh0.08/e35/21149288_1560908397301939_5738347955547537408_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/22007bfb27f4a89730a98c6396b6d134/5B2DDFD8/t51.2885-15/s640x640/sh0.08/e35/21149288_1560908397301939_5738347955547537408_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:31	42697/42697	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2014:54:25%20GMT	https://scontent.cdninstagram.com/vp/dcfd680ee47305086b8fde1cbd6da272/5B3D2207/t51.2885-15/s640x640/sh0.08/e35/21107628_1966580853589175_1350447492931518464_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/dcfd680ee47305086b8fde1cbd6da272/5B3D2207/t51.2885-15/s640x640/sh0.08/e35/21107628_1966580853589175_1350447492931518464_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:31	62801/62801	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202017%2014:53:22%20GMT	https://scontent.cdninstagram.com/vp/449d13e7b82ec55ebcda11f510208786/5B3C61E4/t51.2885-15/s640x640/sh0.08/e35/21149082_715418915320406_7921262438039683072_n.jpg	C:/My%20Web%20Sites/edno/scontent.cdninstagram.com/vp/449d13e7b82ec55ebcda11f510208786/5B3C61E4/t51.2885-15/s640x640/sh0.08/e35/21149082_715418915320406_7921262438039683072_n.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:57:58	189435/189435	---M--	200	added ('OK')	image/jpeg	etag:%2209dd7eac242c9d28f03acd2453a11346d%22	http://capi.myleasestar.com/v2/dimg/51691080/1920x1080/51691080.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg/51691080/1920x1080/51691080.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:12	250753/250753	---M--	200	added ('OK')	image/jpeg	etag:%220b0d1ad6866b769ba8736625d519ebf1e%22	http://capi.myleasestar.com/v2/dimg/51691079/1920x1080/51691079.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg/51691079/1920x1080/51691079.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:21	297563/297563	---M--	200	added ('OK')	image/jpeg	etag:%220da98dcc0f54218e172af2f79870d392b%22	http://capi.myleasestar.com/v2/dimg/51691078/1920x1080/51691078.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg/51691078/1920x1080/51691078.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:26	79390/79390	---M--	200	added ('OK')	image/jpeg	etag:%22013f5a08e82b3184882e07a53c59149cd%22	http://capi.myleasestar.com/v2/dimg-crop/51691080/0x640/51691080.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg-crop/51691080/0x640/51691080.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:29	47524/47524	---M--	200	added ('OK')	image/jpeg	etag:%2203365fe56187ae5c7d40dc4b2b650d82e%22	http://capi.myleasestar.com/v2/dimg-crop/51691079/0x360/51691079.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg-crop/51691079/0x360/51691079.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:34	49380/49380	---M--	200	added ('OK')	image/jpeg	etag:%2205ecf57cb0cfdabb537ab71dbfc0c635e%22	http://capi.myleasestar.com/v2/dimg-crop/51691078/0x360/51691078.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg-crop/51691078/0x360/51691078.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:42	49380/49380	---M--	200	added ('OK')	image/jpeg	etag:%2205ecf57cb0cfdabb537ab71dbfc0c635e%22	http://capi.myleasestar.com/v2/dimg-crop/51691046/0x360/51691046.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg-crop/51691046/0x360/51691046.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:42	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.b0.delayed	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:43	1421/1421	---M--	200	added ('OK')	image/png	etag:%22013d257e223cf1:0%22	http://aurora.cms.myleasestar.com/RPresourceFiles/Global-Resource/Images/grad-std-pck.png	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/RPresourceFiles/Global-Resource/Images/grad-std-pck.png	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:45	55177/55177	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Mar%202018%2023:58:44%20GMT	http://aurora.cms.myleasestar.com/go_button.png	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/go_button.b2.delayed	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:46	297563/297563	---M--	200	added ('OK')	image/jpeg	etag:%220da98dcc0f54218e172af2f79870d392b%22	http://capi.myleasestar.com/v2/dimg/51691046/1920x1080/51691046.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg/51691046/1920x1080/51691046.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:58:46	401/401	---M--	200	added ('OK')	image/png	etag:%22064b8502b28cf1:0%22	http://aurora.cms.myleasestar.com/RPresourceFiles/Global-Resource/Images/general-button.png	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/RPresourceFiles/Global-Resource/Images/general-button.png	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:48	54867/54867	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Mar%202018%2023:58:47%20GMT	http://aurora.cms.myleasestar.com/App_Themes/BaseCss/images/OrangePin.png	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/App_Themes/BaseCss/images/OrangePin.b4.delayed	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:50	54865/54865	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Mar%202018%2023:58:48%20GMT	http://aurora.cms.myleasestar.com/App_Themes/BaseCss/images/bluePin.png	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/App_Themes/BaseCss/images/bluePin.b5.delayed	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:51	27053/27053	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20Mar%202018%2023:20:22%20GMT	http://aurora.cms.myleasestar.com/CmsPages/GetResource.ashx?stylesheetname=rpWebpartCss_MediaViewer;rpWebpartCss_NeighborhoodFullWidth;RpWebpartCss_PopUp;rpWebpartCss_OfficeHours;rpWebpartCss_RealPageLogo;rpWebpartCss_AdaHudicons	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/CmsPages/components9207.css	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.b7.delayed	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.b8.delayed	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.b9.delayed	(from http://aurora.cms.myleasestar.com/Location.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.ba.delayed	(from http://aurora.cms.myleasestar.com/Contact.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.bb.delayed	(from http://aurora.cms.myleasestar.com/Contact.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.bc.delayed	(from http://aurora.cms.myleasestar.com/Contact.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.bd.delayed	(from http://aurora.cms.myleasestar.com/neighborhood.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.be.delayed	(from http://aurora.cms.myleasestar.com/neighborhood.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.bf.delayed	(from http://aurora.cms.myleasestar.com/neighborhood.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.c0.delayed	(from http://aurora.cms.myleasestar.com/floor-plans.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.c1.delayed	(from http://aurora.cms.myleasestar.com/floor-plans.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.c2.delayed	(from http://aurora.cms.myleasestar.com/floor-plans.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.c3.delayed	(from http://aurora.cms.myleasestar.com/amenities.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.c4.delayed	(from http://aurora.cms.myleasestar.com/amenities.aspx)
01:58:51	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.c5.delayed	(from http://aurora.cms.myleasestar.com/amenities.aspx)
01:58:52	19757/19757	---M-Z	200	added ('OK')	text/css	date:Mon,%2019%20Mar%202018%2023:20:22%20GMT	http://aurora.cms.myleasestar.com/CmsPages/GetResource.ashx?stylesheetname=rpWebpartCss_MediaViewer;RpWebpartCss_PopUp;rpWebpartCss_OfficeHours;rpWebpartCss_RealPageLogo;rpWebpartCss_AdaHudicons	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/CmsPages/components148b.css	(from http://aurora.cms.myleasestar.com/Thank-You.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.c7.delayed	(from http://aurora.cms.myleasestar.com/Thank-You.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.c8.delayed	(from http://aurora.cms.myleasestar.com/Thank-You.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.c9.delayed	(from http://aurora.cms.myleasestar.com/Thank-You.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.ca.delayed	(from http://aurora.cms.myleasestar.com/site-map.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.cb.delayed	(from http://aurora.cms.myleasestar.com/site-map.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.cc.delayed	(from http://aurora.cms.myleasestar.com/site-map.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.cd.delayed	(from http://aurora.cms.myleasestar.com/site-map.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/residents.ce.delayed	(from http://aurora.cms.myleasestar.com/privacy-policy.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.cf.delayed	(from http://aurora.cms.myleasestar.com/privacy-policy.aspx)
01:58:52	0/-1	---M--	302	error ('')			http://aurora.cms.myleasestar.com/Residents.aspx	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/Residents.d0.delayed	(from http://aurora.cms.myleasestar.com/privacy-policy.aspx)
01:58:55	8050/8050	---M--	200	added ('OK')	image/png	etag:%22b11c6688f98d01:0%22	http://aurora.cms.myleasestar.com/App_Themes/Global/images/sprite_corporate_search.png	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/App_Themes/Global/images/sprite_corporate_search.png	(from http://aurora.cms.myleasestar.com/CMSPages/GetResource.ashx?stylesheetfile=/App_Themes/Global/RPWebParts/flexslider.css)
01:58:57	187990/187990	---M--	200	added ('OK')	image/jpeg	etag:%220985bd03ec5dd7461261ce43dc7b992e9%22	http://capi.myleasestar.com/v2/dimg-crop/51691047/0x360/51691047.jpg	C:/My%20Web%20Sites/edno/capi.myleasestar.com/v2/dimg-crop/51691047/0x360/51691047.jpg	(from http://aurora.cms.myleasestar.com/Gallery.aspx)
01:59:06	72449/72449	---M--	200	added ('OK')	application/octet-stream	etag:%222b72f6c1a38ccf1:0%22	http://aurora.cms.myleasestar.com/RPresourceFiles/Global/fonts/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/RPresourceFiles/Global/fonts/fontawesome-webfont78ce.eot	(from http://aurora.cms.myleasestar.com/CMSPages/GetResource.ashx?stylesheetfile=/RPresourceFiles/Global/css/font-awesome.min.css)
01:59:08	72449/72449	---M--	200	added ('OK')	application/octet-stream	etag:%222b72f6c1a38ccf1:0%22	http://aurora.cms.myleasestar.com/RPresourceFiles/Global/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/edno/aurora.cms.myleasestar.com/RPresourceFiles/Global/fonts/fontawesome-webfontd41d.eot	(from http://aurora.cms.myleasestar.com/CMSPages/GetResource.ashx?stylesheetfile=/RPresourceFiles/Global/css/font-awesome.min.css)
